SampleID,g__Actinomyces;,g__Acinetobacter;,g__Lactobacillus;,g__Bacteroides;,g__Simplicispira;,g__Rothia;,g__Anaerococcus;,g__Staphylococcus;,g__Burkholderia;,g__Neisseria;,g__Corynebacterium;,g__Porphyromonas;,g__Aeromonas;,g__Streptococcus;,Unclassified,g__Stenotrophomonas;,g__Haemophilus;,g__Veillonella;,g__Macrococcus;,g__Leptotrichia;,g__Propionibacterium;,g__Prevotella;,g__Granulicatella;,g__Lautropia;,g__Chryseobacterium;,g__Peptoniphilus;,g__Pseudomonas;,g__Streptophyta_Group;,g__Gemella;,g__TM7;,g__Rhodococcus;,g__Bifidobacterium;,g__Enhydrobacter;,g__Massilia;,g__Brevundimonas;,g__Ralstonia;,g__Paracoccus;,g__Sphingomonas;,g__Amaricoccus;,g__Neisseriaceae_Group;
S_15277540,0.000502238,0.000249236,0.000318084,0.000286276,0,0,0.000150671,0.720149,0.000226007,0.000100448,0.00122211,0,0.000326455,0.000761728,0.000125559,0.000226007,0.000125559,5.02E-05,0,0,0.0985642,0.000106726,0.000150671,0,5.02E-05,5.02E-05,0.0244088,0,0.000150671,0.000150671,0.147733,0.000518979,0.000150671,0,0.000376678,0.000351567,0,0.000113004,5.02E-05,0
S_15277541,0.0025538,0.00100574,8.61E-05,0.000229555,0.00625538,0.00295552,0.00025825,0.130554,0.00298422,0.0134864,0.00590866,0.000487805,0.000143472,0.00943042,0.000143472,0.0127212,0.00178862,0.00628407,0,0.00220947,0.727948,0.000545194,0.00289813,0.000430416,0.000143472,0.000114778,0.000525108,0.000401722,0.00153993,0.00071736,0.000344333,2.87E-05,0.000746054,0.00139455,0.000143472,0.000172166,0.000401722,5.74E-05,0.000114778,0.0460186
S_15277542,0.00250313,0.00227041,0.00320713,0.00562849,0.000391113,0.0201163,0,0.051361,0,0.00340269,0.0030898,0.000664893,0.00220979,0.031321,0.000664893,0.000456299,0.0457668,0.00156445,0,0.000899561,0.175141,0.00191646,0.0041458,0.000430225,0.000195557,0.000156445,0.0968149,0,0.00365039,0.000821338,0.501094,0.000156445,0.000234668,0,0.00312891,0.000664893,0.00132979,0.000332446,0,0.00239557
S_15277543,0.000269347,0.000756667,5.99E-05,5.99E-05,0,7.98E-05,8.98E-05,0.0250792,0,0.000299275,0.00168093,0.000149637,5.99E-05,0.000747688,0,5.99E-05,0.000179565,0.000149637,0,0.000179565,0.923143,0.000314239,5.99E-05,0,0.000179565,0,0.00523432,5.99E-05,0.000249396,0.00011971,0.0220117,0,0.000508767,0,0.000448912,8.98E-05,0.00104746,0.000149637,0.00047884,0.0141333
S_15277544,0.000275263,0.00030786,0.00125076,0.000223108,0,0,0.00182543,0.0152061,0,0.00017385,0.00176748,0.000202826,0.000304238,0.000807439,0.000231801,0,0.000260776,0.000202826,0,5.80E-05,0.870788,0.00102137,0.000347701,5.80E-05,0,0.000593989,0.0160734,0,0.000241459,0,0.0829846,0.00064711,0.000144875,0,0.0001159,5.80E-05,0,7.24E-05,8.69E-05,0
S_15277545,0.00281286,0.0185758,0.000205702,0.000351608,0,0.0011497,0.00210965,0.01531,0.000334864,0.0204267,0.00390117,0.0123565,0.00144829,0.0205272,0.00103808,0.000580432,0.0218053,0.00589361,0,0.00187524,0.050732,0.0252906,0.00837161,0.000770188,0.000100459,0.000971107,0.0976839,0,0.00170781,0.00324818,0.639558,0.000301378,0.00100459,8.04E-05,0.001239,0.000669729,0.000535783,0.001239,6.70E-05,0
S_15277546,6.35E-05,0.000334068,0.000507846,0.000146006,0,0,0,0.0133754,0.000190442,0,0.000624228,0,0.000222183,0.000611531,0.000158702,0.000920471,0,0.000380885,0,0.000126962,0.802302,0.000304708,0.000126962,0,0,0.000142832,0.0250241,0.000126962,0,0,0.149529,4.23E-05,0.000253923,0,0.000349144,0.000253923,0.000285663,0.000460236,6.35E-05,0
S_15277547,3.53E-05,0.000341659,0.000211699,0,0,0.000164655,9.41E-05,0.0447203,0,0.000211699,0.00953431,0.000282266,0.000164655,0.000384979,4.70E-05,0,0.000517487,7.06E-05,0,0,0.875989,7.53E-05,9.41E-05,7.06E-05,4.70E-05,4.70E-05,0.0113377,0,4.70E-05,4.70E-05,0.0533247,4.70E-05,0.000117611,0,0.000164655,0.000164655,0.000305788,4.70E-05,7.06E-05,0
S_15277548,0.00017643,0.000193443,3.26E-05,0.000302452,0,0.000529291,0.000151226,0.0545925,0,0,0.00154166,7.56E-05,0.000100817,0.00163996,0.000151226,0.000126022,0.000226839,0.000428473,0,0,0.802304,0.000383106,0.000327656,7.56E-05,0,0,0.0205566,0.000201634,0.00017643,0,0.111453,0.000336057,0.00113419,0,0.000327656,0.000252043,5.04E-05,7.56E-05,0.000100817,0
S_15277549,0.000327011,0.000240227,0.000427629,0.000176083,0,0.000125773,0.000704331,0.131338,0,0.000125773,0.0722149,5.03E-05,0.000352165,0.00107536,0.000276701,0,0.000150928,0.000402475,0,5.03E-05,0.69852,0.000654022,0.000352165,0,0,0.000830104,0.0151473,0,0.000402475,0.000125773,0.0722694,0.000352165,0.000100619,0,0.000176083,0.000201237,0.000276701,3.77E-05,0,0
S_15277550,0.000608004,0.000430073,0.00209225,0.00221743,0.000429179,0.000357649,0.00264661,0.115635,0.00014306,0.000715299,0.042292,0.000357649,0.00118918,0.00200403,0.0041845,0,0.0027539,0.000429179,0,0,0.636258,0.00498563,0.000286119,0.000107295,0.000107295,0.00169883,0.126186,0.00014306,0.000107295,0,0.000232472,0,0.000178825,9.30E-05,0.000286119,0.00779676,7.15E-05,0.000482827,0,0
S_15277551,0.000353723,0.000107427,0,5.24E-05,0.000183412,0,0,0.0939331,5.24E-05,0.00015721,0.000554603,0,7.86E-05,0.000393026,5.24E-05,0.000812253,0,0.00031442,0,7.86E-05,0.876578,0.000220094,5.24E-05,0,0,0,0.019681,0,0,5.24E-05,0.000288219,5.24E-05,0,1.57E-05,0,0.00209614,0.000104807,0,0,1.97E-05
S_15277552,0.00240958,0.00609797,0.0060928,0.000103268,0.0361437,0.0015146,0.0368322,0.160182,0.0154213,0.0326326,0.0305702,0.0142165,0.00588627,0.0258279,0.000705664,0.0629245,0.0144231,0.00808932,0,0.000344226,0.313211,0.0149136,0.0142854,0.00065403,0.00251285,0.0048249,0.00232254,0.0177965,0.00880072,0.00530108,8.61E-05,0,0.00392418,0.00590692,0.00323573,0.000413071,0.0124954,0.0044061,0.000206536,0.0010671
S_15277553,0.00045223,0.000927852,6.24E-05,0,0.00109159,0.000686142,6.24E-05,0.0530887,0.00018713,0.000124753,0.00128912,0,0.000834287,0.000797901,0.000478221,0.000207922,6.76E-05,0.00137228,0,0,0.79081,0.000171536,0.000155941,0,6.24E-05,0,0.13517,0,6.24E-05,0,0.000467824,2.08E-05,0,9.36E-05,0.000155941,0.00882629,0,0.000233912,0,0
S_15277554,0.00166981,0.00089675,0.000278302,0.000921488,0.00247379,0.00204088,0.00142243,0.079953,0.000556604,0.00105136,0.00516404,0,0.00154612,0.00558974,0.00142243,0.000968902,0.0023501,0.000618448,0,0.00012369,0.482513,0.000445283,0.000556604,0.000247379,0.000247379,0.00222641,0.289037,0.000247379,0.000453529,0.000185535,0.00213365,0,0.0023501,0.000420545,0.000618448,0.0356845,0.0471258,0.000711216,0.000371069,0.00313863
S_15277555,0.000445424,0.0017687,0.00206009,0.000371187,0.00230136,0.00101458,0.000965085,0.0860707,0.000296949,0.000816611,0.0158064,0.000296949,0.0018151,0.00485265,0.0406449,0,0.00326644,0.0011878,0,0,0.420332,0.0011878,0.00126203,0,0.000371187,0,0.202001,0.000593899,0.000420678,0,0.000853729,0.000222712,0.000890848,0.000282102,0.000519661,0.0183366,0.000148475,0.00311797,0.000371187,0.000983645
S_15277556,0.00035089,0.000802662,0.00111115,0,0.000643299,0.000233927,0.00213458,0.0706401,5.85E-05,0.000964949,0.0100101,0,0.000497095,0.00238264,0.00498069,8.77E-05,0.000331396,0.000614058,0,0.000233927,0.77655,0.00035089,0.000146204,0,5.85E-05,0.000409372,0.092713,0.000146204,0.000467854,8.77E-05,0.000497095,0,0.000292409,0.000175445,0.000438613,0.00839213,0.00035089,0.000307029,0,0
S_15277557,0.0049458,0.000514721,0.00161876,6.04E-05,0.000290929,0.000656456,0.00125323,0.250718,0,0.00259598,0.0263142,0.00174557,5.04E-05,0.00706958,0.000290929,0.00221554,0.00176795,0.00689278,0,0.0032226,0.608131,0.00571676,0.00115476,0.000335687,8.95E-05,0.000749702,0.0409211,0.00176795,0.00187985,0.0052591,0.000123085,4.48E-05,0.000760892,0.000196937,0.000156654,0.00295405,0.000111896,0.000246171,4.48E-05,0
S_15277558,0.000384023,0.00225934,0,0.000563234,0,0.0021548,0.000192012,0.0127496,0.000128008,0.0148489,0.011638,0.00652839,0.00083205,0.0128242,0.00115207,0.000768046,0.0049923,0.00595236,0,0.000896054,0.505311,0.00284177,0.00633638,0,0.000320019,0,0.0542241,0.000128008,0.00102406,0.000512031,0.32962,0.00134408,0.000384023,0.000140809,0.00224014,0.000512031,0.00204812,0.000192012,0.000768046,0
S_15277559,0.000135629,5.65E-05,9.42E-05,0.000106242,0.000248653,5.27E-05,0.000248653,0.0242595,6.78E-05,0.0004747,0.000892889,6.78E-05,0.000152582,0.000602794,6.78E-05,0,0.000226048,6.78E-05,0,0,0.962602,0.000158233,0.000113024,0,0,4.52E-05,0.000293862,0,9.80E-05,0,0.000248653,0,0.00155973,3.16E-05,0.000406886,0.00262216,0.000113024,3.39E-05,0,1.70E-05
S_15277560,0.000272433,3.29E-05,0.000961082,4.16E-05,4.54E-05,0.000113514,0,0.0319654,0,6.81E-05,0.000730271,0,0.000136216,0.000524055,9.08E-05,0.000136216,6.81E-05,0.000113514,0,0,0.9549,0,4.54E-05,0,0,0,0.000472217,0,3.03E-05,0,0,4.54E-05,0,2.27E-05,0,0.0016346,0,0.000227027,6.81E-05,0
S_15277561,0.000186256,0.000222399,0.000696244,0.000106432,0,0.000532161,0.000159648,0.153319,5.32E-05,0.00013304,0.00169848,0,7.98E-05,0.00157254,0.000505553,0,5.32E-05,0.000292689,0,5.32E-05,0.830757,0.000266081,0.000212865,0,0.000878066,8.87E-05,0.000686488,0,4.43E-05,5.32E-05,0.000159648,0,0.000425729,3.73E-05,0.000585378,0.00226169,0.00114415,3.99E-05,0.00013304,0
S_15277562,0.00389131,0.00369067,0.00351637,0.0121595,0.000202673,0.00089176,0.00279688,0.0201416,0.000412101,0.00259421,0.0154099,0.000162138,0.00212806,0.00375552,0.00895813,0.000918783,0.00127008,0.00101336,0,0.000689087,0.116577,0.00133764,0.000526949,0.00214833,0.000202673,0.0089176,0.0776209,0.0104984,0,0.000243207,0.491886,0.0597479,0.000608018,1.62E-05,0.000972829,0.000689087,0,0.000425612,0.000405345,0.000435746
S_15277563,0.0631043,0.00365276,0.00094917,0.00276069,0.0407922,0.00557631,0.000782881,0.06752,0.0186655,0.0632897,0.011338,0.017141,0.00296671,0.0781198,0.000453247,0.0861718,0.0271605,0.0346116,0.000123613,0.0136386,0.226211,0.0207072,0.0131442,0.0111251,0.00329634,0.000631799,0.00073893,0.0077052,0.0157126,0.00914735,0.000164817,6.87E-05,0.00473849,0.0062136,0.00337875,0.000494451,0.00626305,0.00618064,0.00337875,0
S_15277564,0.000559401,0.0390635,0.000361966,0.000180983,0,0.000197436,0.000394872,0.0250151,0.000230342,0.00174402,0.00415712,0.00016453,0.000518269,0.00463919,0.000361966,2.19E-05,0.00134366,0.000526495,0.000427778,0.000230342,0.34311,0.000118461,0.000559401,0.000921367,0.000131624,0.000279701,0.0713961,0.000460683,0.000131624,0.000197436,0.434556,0.000537464,0.00223761,0,0.00151367,0.000822649,0.000625213,0.000131624,0.00032906,0.0502227
S_15277565,0,0.000429892,0.000104852,0,0.000104852,0.000125822,0,0.0354692,0,0.000167763,0.0120789,0,6.82E-05,0.000150987,0.000209704,3.15E-05,4.54E-05,4.19E-05,0,0,0.939598,0,0,0,8.39E-05,0,0.000411019,0,4.89E-05,0,0.000146792,0,0.000503288,7.97E-05,0.000125822,0.00301973,0.000125822,6.29E-05,0,0.00443523
S_15277566,0.000151333,0.00936749,4.16E-05,9.08E-05,0,0.000453998,0.000393465,0.00157991,9.08E-05,0.00060533,0.00242132,0,0.00271642,0.000964493,0.000272399,8.07E-05,0.000453998,0.000151333,0,0.000332932,0.216708,0.000363198,0.000211866,0,0.00608357,0,0.08943,0,0,0,0.432327,0,0.195794,0,0.0112289,0.000484264,0.00105933,0.00108959,0.000242132,0
S_15277567,0.00113521,0.00753531,0.0364836,0.0138717,0.00293494,0.00359945,0.000221505,0.0120498,0.000664514,0.00149516,0.00184587,0.000276881,0.0102695,0.00831196,0.0585326,9.23E-05,0.00160591,0.000941394,0,0.000221505,0.365261,0.00459622,0,0,0.00099677,0.00110752,0.00796546,0.00099677,0,0.000886018,0.000941394,0.00125519,0.00631288,0.000130134,0.0037102,0.00908169,0.00071989,0.00764191,0,0.000207661
S_15277568,0.000552371,0.000601259,0.000266662,0,0,0.000190473,0.00106665,0.420282,0,0.000609513,0.0277963,0.000647607,0,0.00224377,0.000266662,7.62E-05,0.000190473,0.000723796,0,7.62E-05,0.528295,0.00204758,0.000190473,0,0,0.00194282,0.000213329,0.00083808,0,0.000571418,0.000152378,0,0.000266662,3.05E-05,0.000190473,0.00171425,0.00041904,0.000152378,0.000190473,0.00132379
S_15277569,0.002439,0.00303046,0.000487801,0.000878041,0.00365851,0.00021138,0.000731701,0.0343509,0.00034146,0.00204876,0.00647962,0,0.00356095,0.00467964,0.00269916,0.000390241,0.000821131,0.000829261,0,9.76E-05,0.849407,0.00116097,0.000585361,0,0.000975601,0.000390241,0.00313865,0,0.000471541,0.000634141,0.00019512,0,0.00131706,0.000848773,0.0002439,0.0437557,0.00131706,0,0.00034146,0
S_15277570,0.0067879,0.000932907,0.000691572,0.000114467,0.000755483,0.00259459,0.0059065,0.0975725,0.000389188,0.0478015,0.057844,0.0144457,0.000910013,0.154208,0.00325087,8.01E-05,0.0814052,0.0227789,0.000183147,0.00283878,0.286282,0.0283489,0.0464736,0.00123624,0.000412082,0.00557455,0.000492781,0.000984417,0.0235192,0.0198028,0,0.000160254,0.000847056,0.00031364,0.000228934,0.00728011,0.00803559,0.000377741,9.16E-05,2.86E-05
S_15277571,0,9.99E-05,4.84E-05,0,0,0.000121118,0,0.0740809,4.84E-05,9.69E-05,0.000165528,0,0.000363355,0.000355281,0.00307641,0,0.000121118,0,0,0,0.91035,0,4.84E-05,0,0,3.63E-05,0.000261616,0,0,0,0,0,4.84E-05,0,0,0.00111429,0.00026646,0.000145342,0,1.82E-05
S_15277572,7.93E-05,0.000345992,0,7.93E-05,0.000198276,0.000198276,0,0.00022207,0,0.000991382,0.000330461,0.000118966,0.000109052,0.000465949,0.00380691,0,0.000237932,0,0,0,0.973299,0,0.000277587,0,0,0,0.000293449,0,0,0.000158621,0,0,0,7.93E-05,7.93E-05,0.00269656,0,0.00041638,0,1.98E-05
S_15277573,0.000128173,0.000650188,0.000293245,0.00228381,0,0.00016313,4.66E-05,0.0874887,4.66E-05,0.000745735,0.002847,0,9.32E-05,0.00238441,6.99E-05,0,0.000380636,0.000116521,0,0,0.806233,0.00234907,9.32E-05,0,4.66E-05,0,0.012272,0,0.000823416,6.99E-05,0.0711711,0.00080788,0.000326259,3.38E-05,0.000233042,0.000139825,0.000279651,6.99E-05,4.66E-05,0
S_15277574,0.0126231,0.0310679,0.0043725,0.00142145,0.0471859,0.00752956,0.000710724,0.0547206,0.0228359,0.0836492,0.0265955,0.00503687,0.00628064,0.0481974,0.00466606,0.10836,0.0371225,0.0179844,0,0.00778707,0.138808,0.013717,0.0185715,0.00466606,0.00139055,0.000540768,0.00371328,0.0167793,0.00945572,0.0058712,0.000525318,0,0.0530262,0.00941246,0.0239174,0.000370813,0.0251535,0.00964113,0.00312101,0
S_15277575,0.000409106,0.00569278,0.000322326,0,0.000198355,0.000322326,0.00153725,0.0770161,0,9.92E-05,0.014203,0,0.000650851,0.00142154,0.00440099,0.000123972,0.000371915,0.000421504,0,4.96E-05,0.856074,0.000371915,0.000446298,0,0.00210752,0.000285135,0.000523987,0.00109095,0,7.44E-05,0.000297532,4.96E-05,0.00128931,2.98E-05,0.000991773,0.0030497,0.00344641,9.92E-05,0.000545475,0.000167362
S_15277576,0.000613759,0.000619412,0.000788734,0.000682749,0.000290728,0.000204586,0,0.113178,9.69E-05,0.000387637,0.0145875,0.000226122,0.00020997,0.00479539,0.00326261,0,0.00355334,0.00187358,0,0.000678365,0.65698,0.00300419,0.00083988,9.69E-05,0,6.46E-05,0.000657137,0.000807577,0.000312263,0.000258425,0.000387637,8.61E-05,0.000742971,4.52E-05,0.000484546,0.00801117,0.000516849,0.000387637,0.000387637,0.158592
S_15277577,0.00444713,0.00102457,0.00257419,0.000169541,0.000505961,0.00173092,0.00300914,0.157253,0.000195283,0.0306772,0.0423964,0.00340858,0.000206379,0.0243265,0.00123827,0,0.00450039,0.00316891,0,0.00415421,0.647896,0.00384797,0.00429268,0.000479331,0.000266295,0.00027961,0.000514838,0.00540579,0.00766043,0.00639109,0.00025298,5.33E-05,0.00135811,0.00011717,0.000452702,0.00785571,0.000505961,5.33E-05,5.33E-05,0.00730315
S_15277578,0.0327344,0.000440687,0.00020181,0,0.00046128,0.0178581,0.00046128,0.224597,9.88E-05,0.00527177,0.0305818,0.000362434,0.000560126,0.0824857,0.000428331,0,0.0178362,0.0195385,0.00764407,0.00243819,0.506255,0.000626023,0.0149257,6.59E-05,0,0.00023064,0.000452768,0.00181217,0.00383302,0.00144974,8.24E-05,0,0.00336075,3.95E-05,0.000757817,0.0046128,9.88E-05,6.59E-05,0,1.65E-05
S_15277579,0.00011152,0.00190643,0.000252779,0,0.00066912,0.000802944,0,0.0366365,6.69E-05,0.00147206,0.00416527,0.000267648,0.000423776,0.00191629,0.00044608,0.000267648,0.000802944,0.000379168,0,0.000245344,0.88074,0.000849782,0.000200736,8.92E-05,0.000579904,0,0.000874874,0.00158358,0.00011152,0,0.000267648,0.000356864,0.0188915,0.000254266,0.00811865,0.00702576,0.00149437,0.00105944,0.00022304,9.48E-05
S_15277580,0.000434722,0.000225955,5.54E-05,0.00029487,0.000283075,0.000101098,0.00127384,0.168749,8.09E-05,0.000363954,0.00188043,8.09E-05,6.57E-05,0.00319032,0.000141538,1.35E-05,6.40E-05,0.000505491,0,0,0.812891,0.00055604,0.000222416,0,6.07E-05,0.000495381,0.000126228,0.000242636,0,0,8.09E-05,6.07E-05,0.000262855,6.87E-05,0.000202196,0.00234548,0.000181977,6.07E-05,0,1.01E-05
S_15277581,0.143375,0.00683218,0.00754441,0.00362132,0.00264378,0.000222167,0,0.0468327,0.000222167,0.00753145,0.00561711,0,0.00516426,0.0533274,0.0168291,0.00122192,0.0121303,0.0530756,0,0.0007998,0.337693,0.0155517,0.0261712,0,0.0009331,0,0.0013495,0.0282152,0.000451739,0.0023994,0.00111083,2.96E-05,0.00111083,0.000124413,0.0188842,0.0159738,0.102219,0.0014663,0,3.33E-05
S_15277582,0.00148599,3.80E-05,4.76E-05,7.13E-05,7.13E-05,4.76E-05,0,0.0530391,7.13E-05,0.00085593,0.00100255,0.00028531,0,0.00201698,0.000309086,5.55E-05,0.000404189,0.000499293,0.00187829,0.00249646,0.919626,0.00251667,0.000475517,0,9.51E-05,0,5.53E-05,0.00316219,6.34E-05,0.00116502,4.76E-05,0,0.000903482,3.80E-05,4.76E-05,0.00254401,4.76E-05,0,0,0
S_15277583,0.000515609,0.000197455,0.00176948,0.000124996,0,0.000757789,0,0.00480922,7.03E-05,0.00107809,0.00271085,0.000140621,9.37E-05,0.00360731,0.000585919,0,0.000472641,0.000257804,0,0.000187494,0.954814,0.000820287,0.00119527,0,0.000914034,5.86E-05,0.00032167,7.03E-05,0.000437486,0.000773413,0.000257804,7.03E-05,0.00496859,2.81E-05,0.00421862,0.00403112,0.0059295,0.00079685,0.000164057,0
S_15277584,0.0928958,0.00161852,7.07E-05,0.00226087,0.000494565,0.0188406,0.00195471,0.0514913,0.000141304,0.0820742,0.0400715,0.00819565,0.00151313,0.1093,0.00297916,0.000478864,0.111489,0.0229619,0,0.0268949,0.097076,0.0114633,0.0449112,0.0571105,0.000306159,0.00208424,0.000760688,0.000141304,0.00618599,0.030875,0.000824275,0,0.000306159,0.000202536,0.00032971,0.0118225,9.42E-05,0.00032971,9.42E-05,0
S_15277585,0,0.00108245,0,0,8.51E-05,0,0,0.0661093,0,0,0.00220677,0,0.000659901,6.39E-05,0.0162634,0,0,0,0,0,0.828197,0,0,0.000255446,0,0.000212871,0.00349717,0.000851486,0,0,0.000787624,0,0,2.13E-05,0,0.000425743,0,0.00185198,0.000170297,0.000457674
S_15277586,0.000650563,0.000654423,0.000242583,4.41E-05,0.000176424,0.000720398,0.00211709,0.138745,7.35E-06,0.00339616,0.0158782,0.00617484,8.82E-05,0.0129837,0.0040798,0,0.00711576,0.00275662,0.000264636,0.000507219,0.743605,0.00282278,0.00176424,0.000264636,0.000198477,0.000463113,0.000749067,0.000352848,0.00115411,0.00022053,0.000485166,0,0.00174219,0.000102546,0.000860067,0.00498398,0.00202888,0.000771855,0,0.00122394
S_15277587,0.00386068,0.00179619,4.10E-05,0,0.000512027,0.00374804,0,0.15745,0.000208224,0.00778281,0.0150365,0.00147464,0.000880686,0.0210255,0.00114694,0,0.00970803,0.00686116,0,0.00106502,0.71141,0.0110803,0.00940081,0.00364563,0.000266254,0,0.000405525,0.000122886,0.00520902,0.00196618,0.000245773,0,0.000163849,1.64E-05,0,0.00505883,0.000307216,0.000122886,0,0.000972851
S_15277588,0.000679952,0.00201376,0.0151647,0.00126059,0.00116308,0.000220686,0.0041155,0.0211823,0.000107361,0.000393656,0.00836669,0.000984141,0.000477756,0.00417126,0.00210248,0.0141955,0.00100502,0.000984141,0.00998455,0.000393656,0.668858,0.00423807,0.00103782,0,0.0348565,0.00367711,0.00551238,0.00436601,0.000226651,0.000143148,0.000545751,0.000423479,0.087678,0.000286295,0.010414,0.016802,0.0082131,0.00162831,0.000196828,0.0020667
S_15277589,0.00481187,0.000673377,0.00153752,0,0.000370144,0.00461256,0.000512507,0.162265,0.000142363,0.024999,0.0199166,0.00199308,0.000612161,0.0514016,0.000569452,0.000170836,0.0776496,0.00242017,0.00740288,0.000142363,0.544254,0.00518771,0.0112752,0.00136669,0,0.000256254,0.00084184,0.000199308,0.0118446,0.00347366,0.000355908,0,0.00122432,0.00105091,0.000740288,0.010122,0.000569452,8.54E-05,0.000227781,0.036751
S_15277590,0.00016162,0.00121548,0.000114085,0,0.000475353,0.000361268,0.0086134,0.397456,3.80E-05,0.000456339,0.010209,0.000152113,0.000418311,0.00174264,0.000475353,3.80E-05,0.00055141,3.80E-05,0,0,0.549679,0.000170176,0.000171127,0.000684508,3.80E-05,0.000171127,0.000330846,0.000114085,0.000272536,0.000190141,0.000313733,0,0.000665494,0.000140705,0.000608452,0.00758664,0.00249085,0.000114085,0.00055141,0
S_15277591,0.0132672,0.00673319,4.09E-05,0,0.00149116,0.00894013,0.00375853,0.118234,0,0.0176692,0.0603067,0.00120518,0.00613826,0.149957,0.000204268,0.000197459,0.0227248,0.00665914,0,0.00181799,0.459092,0.00518841,0.0223878,0.00173628,0.0011439,0.00359512,0.00237359,0.00126646,0.0123582,0.00275762,0.00342149,0,0.00788475,0.000110305,0.00241036,0.0102747,0.00326829,0.00110305,0,0.000817072
S_15277592,0,0,0,0,5.83E-05,0,0.000145827,0.134265,0,0,0.0407925,0,0,7.87E-05,0.000145827,0,0,0,0,0,0.821878,0,0,0,0,0,1.56E-05,0,0,0,0,0,0,1.17E-05,5.83E-05,0.000641637,0.000554141,0.000174992,0,0.00010937
S_15277593,0.00157128,0.0173416,0.00162147,0.00103835,0.000549946,0.000261879,0.0211337,0.0324835,0.00013094,0.000654698,0.00999069,0.000288067,0.00021605,0.00233247,0.00280211,0.0189862,0.000445195,0.000209503,0,0,0.646344,0.00464836,0.00117846,0,0.00788257,0.012867,0.00105057,0.000654698,0.000270609,5.24E-05,0.000549946,0.000261879,0.0229406,0.000350918,0.0023831,0.0144819,0.00371869,0.00167603,7.86E-05,0.126907
S_15277594,0.00325897,0.000310127,0.000711207,0.000290535,0.00045874,0.00152276,0.000764567,0.303476,3.82E-05,0.00110862,0.00328764,0.00022937,0.000219813,0.0106565,0.000974823,0.000152913,0.00493464,0.00447272,0,0.000172028,0.647168,0.000772213,0.000668996,0.00168205,5.73E-05,0.000512897,0.000324941,0.00105128,0.000465112,0.000363169,0.00016247,1.27E-05,0.000114685,5.35E-05,0.000554311,0.00345967,0.000172028,9.56E-05,0,0
S_15277595,0.000783676,0.00080952,0.00146731,0.000978205,0.00963754,0.000867046,0.00503553,0.0165072,0.00143396,0.00193418,0.0111771,0.00176744,0.00110882,0.00888611,0.000200087,0.000233435,0.00143396,0.000733654,0,0.000833698,0.323975,0.00387169,0.00263448,0.000733654,0.00016674,0.00131724,0.0913466,0,0.00156735,0.000333479,0.468438,0.001534,0.0039017,0.00124721,0.00293462,0.000933741,0.000266783,0,0.000733654,0.00315971
S_15277596,0.00264864,0.0253229,0,0,0,0,0,0.00132432,0,0,0.000126126,0,0.017027,0,0.141419,0.00378378,0,0,0,0,0.0325405,0,0,0,0.00132432,0,0.0231459,0,0,0,0.00643242,0,0.00586486,0.00297973,0.00454053,0.00245946,0.00548648,0.0125811,0,0.000472972
S_15277597,0.0241617,0.0110093,0.00497129,0.000140919,0.00516701,0.0128392,0.00393398,0.0862148,0.000587161,0.0244259,0.0154179,0.0102166,0.0062239,0.0901869,0.00974687,0.00234864,0.0282424,0.0186717,0,0.010334,0.199811,0.0152779,0.0153836,0.0109799,0.000528445,0.00463857,0.00489301,0.000176148,0.0102166,0.00416884,0.00164405,0.00205506,0.00234864,0.000816992,0.00551931,0.0686391,0.00616519,0.000704593,0.00123304,0.201044
S_15277598,0.000259177,0.000747294,0.000595147,0.000143987,0.000201582,0.000172785,0.0011807,0.074021,0.000287975,0.000201582,0.00129109,0,0.000151187,0.00034509,0.000201582,5.76E-05,8.64E-05,0.000172785,0.00478038,5.76E-05,0.857732,0.000293734,0,0,0,0.000489557,0.000276456,8.64E-05,0,0,0.00011519,0,0.00120949,3.46E-05,0.00143987,0.00305253,0.00351329,0,0.000287975,0.0436281
S_15277599,7.50E-05,0.00527852,0.000752981,0.00187464,0.00346809,0,0,0.0150646,0.000474909,0,0.00163094,0,0.0103949,0.000732672,0.00682369,0.000943569,0.000224957,0.000974813,0.227356,0,0.568129,0.00176216,0,0.000243703,0,9.37E-05,0.00613226,0,0,0,0.000449914,0,0.0031119,0.000434917,0.0026245,0.027426,0.000281196,0.00151846,0,0
S_15277600,0,0.000494004,0,0,0,6.55E-05,0,0.0466034,0.000305682,0,0.0010335,0,0.00125002,0.000365727,0.000436688,6.55E-05,0,0.000109172,0.023865,0.000152841,0.91246,0.000397386,6.55E-05,0,4.37E-05,0,0.000397386,0.00039302,0,0,0,0,0.000262013,2.62E-05,0.000218344,0.00141924,0.000611364,0,0,0
S_15277601,0.0010611,0.001432,8.20E-05,7.72E-05,0.000945342,0.0010611,0.000347268,0.075828,0.000231512,0.00304824,0.00143409,0.000733122,0.000694537,0.00548202,0.00225724,0.00215435,0.00498073,0.00258522,0,0.0013119,0.821926,0.00762061,0.00177493,0.000887464,0.000192927,0.00179422,0.00065981,0.00819939,0.000154341,0.00183281,0.00137943,0,0.00538266,0.00373286,0.00104181,0.015492,0.00129261,0.000578781,0.000173634,0.000226689
