sampleID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224
S_15277545,0.5917348,0.001529463,0.002891016,0.19747823,0,0.1200748,0.39970523,0.052123245,0.15079556,0,0.07814011,0.10880307,0.32380587,0.271135,0.058134016,0.34529254,0.9756638,0.8217389,0.040768113,0.01833874,0.5154647,0.44037434,0.052643254,0.15834442,0.4390006,1.0209064,0.00309831,0.000346824,0.083275616,0.007483925,0.3288011,0.30976415,0.024167059,2.8796318,0.01704545,0.6299626,0.5679082,0.28581408,1.1240475,0,0.3875317,0.18032575,0.050521996,0.5052124,0.5105749,1.0099449,0.30132183,1.3652227,1.7282029,1.1171541,0.10669374,0,0,0.004151676,0.049578972,0,0.3136892,3.0768657,0.41510236,0.4744952,0.4780683,0.032378927,0.69172156,0,0.01920973,0.005658583,0.13455766,0.004396885,0.10727104,0.080153696,0.0703186,0.012255834,0.31650832,0.21970287,0.6696234,0.60308516,1.1810213,0.46475095,0.8063667,0.48779663,0.39368498,0.53222024,1.6248124,0.67266786,0.31752455,0,0.07006379,0.001094701,0.04842725,1.5524237,0,0.21442047,0.044988945,0.000745543,1.079552,1.2554417,1.4243542,1.802291,0.090676665,0.5808915,0.5444064,0.26548788,0.25239667,0.92093015,0.031256124,0.34131062,0.65187407,0.3181695,0.242476,0.051958878,0.26997834,0,0.51628405,0.08154935,0.054954607,0.73883736,0.3539973,0,0,0.13823316,0.002168974,0.117656164,0.010531068,0.017913932,0.099742055,8.124387,0.06795032,0.1332047,0.004933778,0.23770106,0.17471798,0.3404944,0.005859502,0.002533745,0.37421107,0.08235998,0.48632932,1.030682,0.17006841,0.30334002,0.40309602,0.09518223,1.3416126,0.10523374,0.096685514,0.15805577,0.24721837,0.68464845,0.09016066,0,0.050827444,0,0.26335412,2.6049094,0.95500004,0.006121826,0.03961255,0.50196457,0.7694802,0,0.4882675,0.35743964,0.7270365,0,0,2.2741663,0.002392667,0.05145132,0.2390582,0.9398572,0.3351507,0,4.777797,0.005148896,0.0733478,2.5951328,0.30895066,0.19979301,2.522742,0.11489626,0,0.16569188,0.50354505,0.6856812,0.33941522,0.705003,0.22746933,0.22673722,0,0.30200014,0.579189,0.24058783,0.16488582,0.01812843,0.23209938,0.47283533,0.8429571,0.31648636,1.2722999,0.07873237,0.58048534,0.064366594,0.095788635,0.056165833,0.5030702,0.24286819,0,0.119763084,0.009311561,0.44280165,0.024630541,0.05616493,0.052980404,0,0.18904464,0.8546634,0,0.041545596,0.009912149,0.85214955,0.7200988,0.5843992,0,0.67233384
S_15277546,0.5762309,0.12299102,0.17558262,0.3338033,0.031899642,0.055758115,0.23887546,0.040762197,0.01462866,0.09394019,0,0.009668928,0.33242977,0.012512866,0,0.34453988,0.5601201,0.9369133,0.13633604,0.13332985,0.5969722,0.5476606,0,0.06864636,0.06384391,0.5130864,0,0.17395775,0.05887154,0.072874635,0.21599267,0.59484917,0.0147276,3.649691,0.07921388,0.55970585,1.5065675,0,1.6998423,0,0.095539734,0.16184315,0.13079892,0.6691544,0.11521215,1.0120841,0.091022775,0.8061592,1.9302369,0.5380369,0.27062127,0.236641,0.011306964,0,0.16570087,0,0.60349107,4.353266,0.11998702,1.0180643,0.39858568,0.034169573,0.32665178,0,0.16752344,0.1708311,0.17303118,0,0.01986276,0.1388028,0,0.007933206,0.47707444,1.0624696,0.3255093,0.69892913,1.4387964,0.72390425,0.75338334,0.21904328,0.04453844,0.9203764,1.5373912,0.45603508,0.78975135,0,0,0,0,1.0836748,0,0.10896044,0,0,1.0098965,1.1861167,1.3238815,2.0134413,0.13415349,1.4727795,0.09049612,0.05489144,0.11049716,0.60853034,0.03755244,0.4877018,1.1664399,0.48735285,0.03644718,0,0.27664495,0,0.9935274,0.12856378,0.11698407,0.43496454,0.38224092,0,0,0.11284314,0.015672397,0.15346862,0.002244981,0.23115309,0.16373724,7.784218,0.25117832,0.18090507,0.05878585,0.21783453,0.002590863,0.16725211,0,0,0.9303833,0.46712163,0.56617606,1.8731529,0.23174307,0.18951319,0.12407629,0,0.6441354,0.019007144,0.16459695,0.035641294,0,0.4841141,0.041020256,0.003192795,0.4108177,0,0.88185525,2.2870238,0.7883829,0.010622777,0.03791962,0.3254632,0.46249324,0,0.66120636,0.5528725,0.07010325,0,0.004907272,1.225445,0,0.007649861,0.24830475,1.3530014,0.3486249,0,3.8781528,0,0.08418356,2.2468617,0.20253004,0.23610954,3.1211689,0.16822185,0,0.003292037,0.2866898,0.8688225,0.6136588,0.45209068,0.12128978,0.10814034,0.006050993,0.06601298,1.029357,0.05969703,0.43121973,0.10099949,0.3514375,0.42434302,1.1268988,0.26913336,1.2729818,0.17622478,0.7325759,0.05392424,0.5042591,0.30543876,0.093340404,0.18290505,0,0.00262459,0.07144798,1.1753649,0.11944442,0,0.038973063,0.001382548,0.17377745,0.5306545,0,0.27275655,0.014892583,1.7463266,0.8286863,0.82907045,0,0.28510404
S_15277547,0.77558714,0.17698237,0.2756257,0.43215743,0.041642137,0.17444418,0.63219905,0.2929451,0.053720918,0,0.009007993,0.25632837,0.530258,0.11639434,0.002431152,0.124763414,1.0627873,0.33509234,0.006733946,0.012329198,0.47543043,0.6755337,0,0.004490697,0.2531265,0.7282626,0.047287144,0.08573208,0.023204312,0.013259917,0.36653215,0.63068354,0.01857302,2.9694438,0.16686809,0.76163256,1.3016429,0,0.994198,0,0.21455556,0.3183627,0.11837585,0.34217542,0.5405727,1.3900589,0.18034612,1.1320337,1.6591471,1.0392648,0.12214305,0.12714718,0.000400822,0,0.23426627,0,0.28657454,3.6835644,0.09778071,0.9440055,0.40817732,0.00643181,0.3590501,0,0.30501005,0.039924093,0.25511608,0,0.14483987,0.08817093,0,0.029425206,0.36547238,0.55338216,0.46165276,0.63904953,1.2205502,0.62217915,0.8106768,0.28077814,0.12825857,0.9498784,2.0778477,0.6206834,0.67557883,0.10037949,0.18407351,0,0.012657329,1.3871176,0,0.014774135,0.065899774,0.01408883,0.46743822,1.6404423,1.3531274,2.0257566,0.031968173,0.3028322,0.44929323,0.08065259,0.2050843,1.2973484,0.112610765,0.31909382,1.0642073,0.62207913,0.06853958,0.01272227,0.3782983,0,0.5556545,0.059773304,0.16568145,0.6954756,0.35881293,0,0,0.24429321,0.115258366,0.18856597,0.016241249,0.054181006,0.16345716,8.418287,0.08217616,0.036279045,0.001924673,0.20198837,0.004574181,0.6159048,0.027526783,0,1.1712904,0.13937283,0.72620744,1.4189156,0.22370374,0.0772707,0.35786083,0.047511376,0.9871945,0.010158261,0.057938438,0.23119603,0.003722983,0.30272263,0.07683476,0.015345645,0.09835527,0,0.14569056,2.6565309,0.8290829,0.045246202,0.09708046,0.5528467,0.8598658,0,0.30282333,0.61102164,0.27130648,0,0.020123849,2.4465487,0,0.030855015,0.034256965,0.964577,0.47867778,0,4.946452,0.041756436,0.12007711,2.3308628,0.41184607,0.68654025,3.0377855,0.020322615,0,0.00062367,0.3542876,0.418561,0.7820884,0.4157455,0.22444294,0.12683156,0,0.2123623,1.202059,0.39700246,0.6193997,0,0.47860333,0.66688234,0.7767339,0.27905345,1.2582622,0.108583346,1.0054737,0.09223174,0.46210277,0.1142472,0.44283062,0.087746434,0,0.07722006,0,0.806721,0.0350022,0.010907912,0.07090493,0,0.010672847,0.42530662,0,0.13696478,0,0.9851731,0.60787386,0.90158063,0,0.46305278
S_15277548,0.53125906,0.010339899,0.544871,0.8602873,0.009584704,0.002413627,0.12430398,0.05445731,0.09402758,0.08928397,0,0.005713973,0.3273591,0.21723387,0.004549752,0.1026274,1.5276932,0.1823579,0.30652156,0.04275517,0.270586,0.77764565,0.002967124,0.03776361,0.08826348,0.78862405,0,0.3038557,0.07904837,0.018746153,0.3312149,0.76572824,0.021324009,2.034353,0.22982126,0.645369,1.496386,0.09371869,1.2524642,0,0.27590436,0.37343848,0.14208455,0.62479734,0.20279916,1.4457035,0.27435765,1.1362683,1.8834391,0.701281,0.1956934,0.04101822,0.12390711,0.015076518,0.45999688,0.004396313,1.0731395,3.279724,0.32641876,0.5242019,0.15760148,0,0.027919697,0.20347154,0.3161143,0,0.29269275,0,0.045844726,0.18679799,0.02069125,0.000981355,0.018292604,0.30501577,0.29466644,0.93704444,0.78127754,0.41051674,0.72439826,0.466325,0.052131478,1.061036,1.6433852,0.36904386,0.5129373,0.01428975,0.4467789,0,0.063686095,1.2198603,0,0.102367714,0,0.02241477,1.0885172,1.7909346,1.3821222,1.8640743,0.09959002,1.4044867,0.2312856,0.06416934,0.2317936,0.4094181,0.055060085,0.46031433,0.7938415,0.3470161,0.47922385,0.006730823,0.46915737,0.020949991,0.44594464,0.27325967,0.64163125,0.5711698,0.30277625,0,0.014157228,0.20244864,0.047969725,0.26235014,0,0.13615823,0.020724917,8.769069,0.18390714,0.15690774,0.10119094,0.68271405,0.004094604,0.018116858,0,0,1.3293334,0.023367697,0.14983933,1.9029717,0.25662678,0.20130622,0.039473936,0.04487763,0.48938546,0.317839,0.308289,0.1364317,0.08422431,0.7166547,0.088444866,0.027109817,1.0984038,0,0.100056484,2.7369192,1.1526852,0.28988385,0.10497766,0.25539288,0.626804,0,0.14970173,0.711648,0.11057332,0,0.009236479,1.5493578,0,0,0.09793044,1.6255344,0.40665567,0,3.5739815,0.4734927,0.5496756,2.3983135,0.31442377,0.56310666,2.0942934,0.06783775,0,0,0.21314603,0.5898517,0.35399845,0.40904742,0.1405511,0.0459304,0.039525855,0.19553335,0.3921008,0.55145067,0.89662075,0.018914035,0.56338716,1.0088065,0.711324,0.28915706,1.2459354,0.36314186,1.6488887,0.045728356,0.28079742,0.24436764,0.30242434,0.3149889,0,0.055006593,0.041358743,0.8476726,0.37672472,0.005015383,0.3321405,0.14508477,0.19635148,0.44998804,0,0.19276777,0.13062605,1.858991,1.4160609,0.6823896,0,0.29701403
S_15277549,1.1095321,0.39286712,0.30553883,0.048832405,0.016169745,0.11886653,0.2224222,0.03257725,0.025688011,0.037277255,0.005659478,0.009440085,0.2575808,0.08361616,0,0.15559317,0.49801785,0.15651271,0,0.27865586,0.9468471,0.39330027,0,0.47900656,0.031541895,0.78053284,0,0.001335059,0.00468897,0.00898282,0.06028506,0.45331913,0.20905864,4.0738206,0.022020904,0.63745314,0.8553845,0.054644182,1.0133798,0,0.08064781,0.2586669,0.003872218,0.4836426,0.327648,1.1414087,0.17090067,0.8171456,1.1135614,1.6930343,0.19243965,0.09502135,0.01143906,0,0.018768184,0,0.48799506,3.480946,0.25304818,0.6499478,0.4456618,0.029899932,0.560639,0,0.021356598,0.1708601,0.3695295,0,0.003022311,0.051865414,0,0.011123127,0.7088059,0.7878876,0.32498622,0.5427628,1.653302,1.0974133,0.77842027,0.26803783,0.23703456,0.3093056,1.775042,0.4976672,0.9115855,0,0.008492343,0.040670928,0.018456047,0.54549664,0,0.004919806,0,0,0.9181193,1.4211717,1.5397853,2.448636,0.17260431,0.3676031,0.4238275,0.008615861,0.03553898,0.96105456,0,0.49432945,1.3255111,0.7564,0.032653145,0,0.091108665,0,0.5426662,0.08391546,0.08485501,0.5236456,0.44225302,0,0,0.056235302,0.027087852,0.09968938,0.009394412,0.37482628,0.19946702,6.9384923,0.090838484,0.0623463,0.045826424,0.12372178,0.024654714,0.2668427,0.002485101,0,0.7776943,0.10982747,1.0393075,1.4520913,0.38048163,0.22291768,0.41880828,0.005657502,0.68718916,0.010853004,0.00520994,0.039028727,0.010981961,0.5368466,0.09104934,0.002547422,0.07539955,0,0.29195592,1.9979135,0.67378163,0.07221668,0.3725819,0.22344553,1.0138844,0,0.584982,0.7511024,0.2976973,0,0,2.187212,0,0.00453338,0.15246625,0.5886371,0.16588274,0,3.5961094,0.014286255,0.033045765,2.3107033,0.1707875,0.21882284,2.7169106,0.050136216,0,0.2771599,0.38262317,0.998847,0.6704323,0.11770224,0.26042682,0.099134155,0.018319434,0.027310157,1.1290663,0.05530094,0.20601258,0.013156159,0.1548761,0.25852466,0.71730214,0.3359202,1.6052892,0.1664392,0.58795905,0.12694575,0.35989255,0.05422155,0.553573,0.12783042,0,0.003563799,0.002398895,1.0135788,0.029380647,0.018638534,0.010413818,0,0.008920482,0.6403002,0,0.034749687,0.001855766,0.56048745,0.7065977,0.6573904,0,0.41921046
S_15277550,0.9278325,0.25390592,0.54538697,0.17144471,0.000715192,0.049900893,0.1313059,0.07480339,0,0.20061423,0.005792366,0.00193142,0.27546328,0.013855472,0,0.13716584,0.8065295,0.30967194,0.016022164,0.20249708,0.39469266,1.1743652,0.005603672,0.014676093,0.012638906,0.37886503,0,0.33108735,0.047285732,0.11262878,0.11575438,0.8892749,0.104457885,3.4929504,0.07829403,0.513856,2.039004,0.000363092,2.5613952,0,0.14329752,0.53008366,0.024105486,0.8048619,0.28411865,1.4439261,0.20165366,0.4908616,1.7184627,0.9321759,0.10986257,0.31343353,0.21057001,0.01580093,0.06066702,0,0.20829208,3.7385206,0.08622232,1.440569,0.27376577,0.052176565,0.55511504,0.025879193,0.40246674,0.19197665,0.49149603,0,0.039459445,0.023282573,0.010782529,0,0.28069904,0.6629733,0.85852313,1.0459237,1.4098763,0.44573528,0.74529314,0.42480516,0.043497257,1.3192209,2.0427432,0.34882596,0.5313743,0.012290152,0.04347958,0.003929925,0,1.4949205,0,0.051992454,0,0,0.7867932,1.7674259,1.6811477,1.4629706,0,1.4032196,0.14070396,0.15506959,0.233037,0.1889792,0.04673496,0.8695667,1.8186864,0.657092,0.26322508,0.07270536,0.94362515,0,1.233089,0.40835804,0.39494294,0.32173532,0.21988615,0,0,0.21474817,0.004732863,0.38020092,0.000585436,0.31494895,0.20640588,9.05877,0.048225917,0.020787682,0.042416245,0.7909567,0.10024968,0,0,0.01390129,1.5986457,0.17234485,0.40217948,2.051258,0.23557174,0.104196064,0.047206264,0.002017909,0.7612164,0.017312251,0.14636657,0.23180686,0.03166789,1.1143479,0.022551084,0.016099136,0.4351566,0,0.7141264,1.9931844,0.9255119,0.1754705,0.069824114,0.5265399,1.0588847,0.000304902,0.4269401,0.9694662,0.19264181,0,1.90E-05,1.6218294,0.006751579,0,0.3860339,2.100398,0.22837004,0,4.0973825,0.32663247,0.19620137,3.045209,0.5804139,0.6340502,2.6504452,0.08454237,0,0.0064934,0.88388366,0.638547,0.77225727,0.2937932,0.17865948,0.027262293,0,0.013117198,1.2391396,0.16946742,1.7865124,0.023787858,0.8032526,0.5631008,1.3549147,0.11548976,1.203411,0.8265708,1.6861358,0.30393234,1.1328595,0.7369515,0.055345535,0.08636205,0.003139155,0,0.034901313,1.015295,0.04658279,0.001097367,0.021405043,0.055217516,0.078834794,0.19888203,0.000145694,0.14383332,0.002619278,1.7880182,0.8966563,0.9901266,0,0.34074017
S_15277551,0.5103647,0.1252497,0.34606633,0.30602285,0.03241018,0.06373745,0.15224321,0.15656933,0.24517395,0.010823303,0,0.012938189,0.40702146,0.13435699,0.026993591,0.18049973,0.8987646,0.3296289,0.1723006,0.064108975,0.7562124,0.6381448,0.014314973,0.03837133,0.031834148,0.87510395,0.03201899,0.03681741,0.007504636,0.062382873,0.179175,0.34478852,0.01338383,2.928356,0.43886885,0.7855143,0.7903093,0.019507803,1.2011774,0,0.3962092,0.24155465,0.061705854,0.46346816,0.4597102,1.7865824,0.22073941,1.4407184,1.9122227,1.194274,0.14953613,0.46789625,0.06629004,0,0.15773892,0.023770556,0.6502304,4.1729283,0.21351987,0.90431434,0.55879146,0.03630801,0.38914657,0,0.40381506,0,0.114777334,0,0,0.21560092,0,0,0.10595966,0.80658287,0.45830107,0.3228256,0.8903272,0.66560817,0.76670456,0.5680477,0.05696907,0.7599164,2.3185413,0.8914049,0.47343484,0.019900504,0.12716065,0.006294604,0,0.88935524,0,0.14380737,0,0,0.7472216,1.3637073,1.6819519,2.1544387,0.014709147,0.8003395,0.36184618,0,0.3208249,1.0385011,0.14514673,0.57411885,1.3526689,0.8296849,0.09391906,0,0.44608754,0,0.88141257,0.101514556,0.13005649,0.91375774,0.33449343,0,0.07994532,0.06367934,0,0.003529087,0.007522335,0,0.054658093,8.210055,0.10532052,0.14789395,0.021806031,0.34327,0,0.08794915,0.019897856,0,1.0731211,0.197742,0.45443273,1.3148423,0.56336385,0.13343433,0.29577735,0.07134567,0.55704516,0.039250758,0.045630015,0.02770248,0,0.24776235,0.032738745,0,0.66896975,0,0.46757263,2.954503,1.0607802,0.29373434,0.10589724,0.08084275,0.8377578,0.000964426,0.2676338,0.9260048,0.18729284,0,0.046738256,1.4492941,0,0.006120879,0.031773347,1.0011189,0.63085675,0.000402292,3.4852002,0.29384655,0.021717153,1.283333,0.27555555,0.5543416,3.4046767,0.014770846,0,0.003996842,0.029322831,0.41485786,0.82765836,0.55483824,0.30036712,0.09844811,0,0.06561749,1.081755,0.18473433,0.78888524,0,0.22435455,0.7664137,1.0524639,0.2102722,1.7365397,0.42025897,1.1253302,0.1616432,0.14305396,0.075983204,0.37015152,0.25865734,0,0,0,0.89764154,0.16407943,0,0.014735719,0.003599921,0.027692517,0.4675558,0,0.08297308,0.04692068,1.2862885,0.70468235,0.6687608,0,0.11915173
S_15277552,1.2247828,0.35111246,0.3032284,0.11253952,0.033201985,0.2109393,0.5164624,0.2555986,0.18826455,0.030031623,0.11958566,0.21480294,0.534213,0.066587284,0,0.32625398,0.5896967,0.1620798,0,0.013292675,1.0101162,0.5017012,0.018901452,0.16211465,0.17833416,0.59755176,0.054350246,0,0.028840668,0.020714274,0.40746254,0.21707076,0.042570777,3.4648342,0.111493535,0.65319705,0.6658231,0.04651962,0.8564217,0,0.12869222,0.3572376,0.3282197,0.9961388,0.419449,1.878561,0.26162192,1.1142497,1.5926963,2.3025713,0.08988113,0.10676402,0.10472181,0,0.04938365,0,0.20226224,3.7015896,0.09843676,0.9609441,0.9977575,0.000890356,0.75709146,0.003227173,0.18278012,0.052914146,0.16904117,0.002788628,0.37612918,0.051585898,0.008466072,0.011687288,0.49081016,1.0846711,0.44571075,0.19720162,1.1971426,0.8902488,0.759967,0.23666012,0.19238752,0.76797783,2.0689297,0.3706539,0.877818,0.025123402,0.014315151,0.004615447,0.078230724,1.0367507,0,0.01705161,0.016864438,0.014969676,1.0343578,1.7378306,0.936823,2.3189456,0.02906637,0.43115023,0.0888121,0.004146997,0.08925546,1.2826138,0.051565215,0.17195608,0.6740727,0.95091724,0,0.113066204,0.15823913,0,0.5008488,0.15010265,0.11604698,0.8604345,0.548638,0,0.047472447,0.26116395,0.051791064,0.015320754,0.035472635,0.075487256,0.07024209,6.931673,0.093131386,0.07704299,0.020840699,0.33251074,0.002865502,0.2935128,0.010640942,0,0.8313199,0.13795288,1.0266049,1.44663,0.48691812,0.24669252,0.6219657,0.04461012,0.6663164,0.03711113,0.000674311,0.2892325,0.021798542,0.08758211,0.051993083,0,0.066076145,0,0.1383184,2.4438689,0.66630673,0.08212604,0.14538471,0.007280016,1.390417,0,0.23258224,0.61926067,0.30577573,0,0,2.4738598,0.004704841,0,0.06188036,0.28859264,0.53055215,0.00087451,4.1446896,0.029571837,0.12898171,2.4150522,0.40435004,0.5122576,2.5029263,0.04569087,0,0,0.3198929,0.8103167,0.7541566,0.35613877,0.19583449,0.06461255,0.048411794,0.0594649,0.89115953,0.2832024,0.2467992,0.04819542,0.32623827,0.5499047,0.6197367,0.19944625,1.0507835,0.007812894,0.61566985,0.04491333,0.13414457,0.037760254,0.5960492,0.12189423,0.009786261,0.016169455,0.068924956,1.0113107,0.041164514,0.004834047,0.09447068,0,0.030374255,0.6001764,0,0.04960321,0.029493682,0.5202416,0.31028277,0.7085221,0,0.4285178
S_15277553,0.66136193,0,0.40523311,0.4831841,0.046263315,0.041488588,0.25800848,0.017300578,0.15850997,0.006438101,0.006670146,0,0.5373523,0.025742508,0,0.2342098,1.2063444,0.35913447,0.03949982,0.07329749,0.51790994,0.49604884,0.006807643,0.09251128,0.106592834,0.5816633,0,0.024855178,0.03987943,0.023448585,0.26794752,0.56762385,0.013623608,3.1781685,0.007254489,0.64375925,1.5202353,0.10960785,1.4292209,0,0.1934995,0.32243776,0.06743637,0.56676817,0.26184046,1.2601696,0.22207761,0.6328553,1.3643922,1.0375662,0.4007465,0.004887133,0.043922435,0,0.3290721,0,0.24266966,3.1235023,0.15247756,0.76473063,0.2207484,0.000154967,0.22190219,0.01509901,0.31145984,0,0.25754595,0,0.06271797,0.1119099,0,0.01851866,0.07757451,0.39306962,0.21879776,0.8141414,1.1835454,0.40186465,0.5827279,0.22390856,0.1712457,1.2154245,1.7231416,0.42933008,0.32573572,0.050159745,0.1635858,0.011051765,0.032489173,1.4798135,0.002088757,0.034183122,0,0,0.5932226,1.9406309,1.7799662,1.6931508,0.07698856,0.886157,0.12159849,0.16679777,0.183317,0.537532,0.1266126,0.65064436,1.0467167,0.34915185,0.2751026,0,0.19607429,0.001462927,0.6600281,0.043006886,0.1626237,0.43045893,0.37290332,0,0.008141723,0.094799004,0.04152079,0.29792362,0,0.043706767,0.018189104,8.5561695,0.046579376,0.06193411,0.025462374,0.13495094,0.12079362,0.1275939,0.006031681,0.02576332,1.0945405,0.10912024,0.37799314,1.7440184,0.11193111,0.2247079,0.08106191,0.026277922,1.1327105,0.003439047,0.059428282,0.20119834,0.031032095,0.8794849,0.08543203,0.010300037,0.15155955,0,0.29608086,2.1216826,0.6311745,0.055724442,0.051240906,0.26891658,0.62581325,0,0.28234974,0.753555,0.21960774,0,0.025294457,2.0349724,0,0.020656727,0.13723698,1.494476,0.30792746,0,4.6736917,0.13302366,0.31376773,3.0040963,0.3967089,0.42472792,2.5887203,0.017737033,0,0,0.5750725,0.63405794,0.52352464,0.47959188,0.09124932,0.02265248,0.006169873,0.20132291,0.89201325,0.4143349,0.3597931,0,0.5490891,0.65430063,0.9623013,0.34109843,1.0789093,0.3837737,1.5600592,0.04764252,0.7343499,0.10340656,0.2597892,0.13824709,0,0.01466941,0.024030378,0.6939468,0.01841036,0.005445651,0.085102424,0,0.13443449,0.41507694,0,0.12304841,0.013024496,0.8375867,1.3119857,0.72591484,0,0.3940769
S_15277554,0.53668165,0.000575903,0.12727551,0.53599024,0.009071482,0.03724937,0.49811375,0.055835802,0.07657968,0.021720026,0.002871552,0.23977299,0.46594217,0.10669355,0.001883273,0.34553376,1.5553453,1.1599058,0.06660079,0.043470953,0.2632909,0.29256538,0,0.16341436,0.36372346,0.3580418,0,0.04094949,0.21417673,0.004594662,0.27038094,0.59327525,0.012418336,2.7783184,0.068467036,0.46557087,1.861173,0.04527393,2.0069315,0,0.080495924,0.12936167,0.13189057,0.6580487,0.45483878,1.0861598,0.058055427,0.76549613,1.7121794,0.6176176,0.11581358,0,0,0,0.19700326,0,0.3011466,3.2372801,0.061988056,1.082217,0.17487365,0.00439294,0.5129725,0.010642814,0.2872092,0.012926789,0.369975,0.001193419,0.026162114,0.16508725,0,0.016893188,0.2608529,0.23657428,0.45871022,0.906157,0.92768574,0.53047115,0.8104935,0.29152858,0.11110097,1.080347,2.0851734,0.51225007,0.35381168,0,0.18386027,0,0,1.5675688,0,0.2239169,0.004986518,0,1.1741848,1.1368351,1.0746632,1.4873713,0.000968735,0.6960138,0.108867116,0.22142743,0.10785908,0.6561828,0.08468651,0.3898224,0.98879504,0.032901447,0.14325586,0.020665715,0.6990977,0,0.54908293,0.17545342,0.36408222,0.3807918,0.29539573,0,0,0.2524954,0.088011384,0.31865802,0.027264789,0,0.05185976,8.394392,0.01681197,0.3909051,0.10635523,0.5489883,0.092022486,0.45506755,0.040781163,0,1.3733054,0.03441815,0.31875408,1.8476008,0.045225617,0.15640557,0.17166883,0.01631525,1.2567741,0.055291496,0.30534753,0.23207225,0.04561728,1.0482152,0.004868331,0.017097628,0.18342169,0,0.71579725,2.4549587,1.1127734,0.13475652,0.05476648,0.31997985,0.5018532,0,0.5912194,1.0183252,0.35872865,0,0,1.4117802,0.006005861,0.030483047,0.10388102,1.289254,0.6029239,0,3.571937,0.48168665,0.17124647,3.4479916,0.2745179,0.25022954,2.3375266,0.04260481,0,0,0.495761,0.26241845,0.4362216,0.33225057,0.05738627,0.002105487,0,0.2115509,1.0989897,0.25119847,0.6668442,0,0.26714653,0.32005453,0.6828743,0.21206747,1.2029324,0.3233726,1.1422777,0.022188546,0.8262629,0.13802312,0.17412059,0.15404052,0,0.1879373,0.005333244,0.5220054,0.16788138,0.001613882,0.048513226,0,0.24662557,0.39029694,0,0.26377523,0.004796377,1.9787289,0.624825,0.68716246,0,0.34606206
