sampleID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224
S_15277578,0.7542902,0.059285,0.08094464,0.790536,0.048481397,0.23584592,0.38551253,0.07614502,0.19622813,0.024819074,0.019326292,0.19074988,0.56791234,0.13945542,0.014802433,0.17576809,1.0208846,0.37242317,0.014138977,0.093124315,0.8520076,0.6235447,0,0.054848768,0.21608447,0.72048104,0.004221098,0.28649417,0.13855942,0.05568735,0.58182025,0.33401847,0.015360271,2.8379362,0.18063596,0.58010346,1.0555584,0.027701281,0.5154247,0,0.34341648,0.17668356,0.2378922,0.7573972,0.3139008,1.0420387,0.3197803,1.1013927,1.700804,1.5176871,0.19232623,0.043799326,0.092306435,0,0.1011122,0,0.82793003,3.027178,0.16369177,0.86107385,0.6964223,0,0.26275048,0.039117128,0.11639509,0.026282405,0.24696186,0.025486771,0.25008222,0.14685534,0.09132354,0.008677833,0.37058258,0.64212686,0.22656962,0.8636342,0.76232165,0.6195622,0.6913731,0.39746514,0.3612684,0.85180765,1.8114669,0.40873507,0.44543287,0.05403738,0.1819359,0.0234418,0.002231981,1.3627553,0,0.058048356,0.012354631,0,0.9750047,1.6933312,0.8670287,2.3491118,0.17177492,0.9240015,0.30338135,0.32897747,0.18300402,1.2210375,0.050664183,0.41797906,0.5745089,0.65922296,0.069529116,0.07070869,0.21838067,0,0.7836848,0.0900131,0.22236927,0.44054937,0.6850649,0,0.06139991,0.45596215,0.32787612,0.3281076,0,0.015635032,0.03256732,7.16258,0.17852218,0.54514486,0.13009958,0.39059198,0.08010886,0.19419843,0.20558934,0,1.0214266,0.022352345,0.63903624,1.554594,0.14316274,0.26135522,0.43055204,0.07402094,1.2008599,0.13120784,0.10499537,0.5128579,0.081053615,0.2120582,0.15762356,0.020174861,0.33773834,0,0.10850637,2.200594,0.7348013,0.022245398,0.19354649,0.5030574,1.017725,0,0.4447576,0.7040942,0.4869943,0,0.004942839,2.111485,0,0.020749569,0.09698401,1.1087165,0.32892573,0,4.9787893,0.11476879,0.1491519,2.5292082,0.440831,0.40087774,3.0048077,0.013509532,0,0.000414491,0.8188059,0.8533808,0.5953389,0.527433,0.05000831,0.074586794,0.027086496,0.2313561,0.5053473,0.26597035,0.2451596,0.20327675,0.56611377,0.63402116,0.6445108,0.05346912,0.75940114,0.16735712,0.9281094,0.000480764,0.48073468,0.11322831,0.57850343,0.090574935,0,0.003052428,0.049920823,0.7805949,0.050889444,0.07001232,0.17820899,0,0.27506858,0.66696495,0,0.056998875,0.13392977,1.1283445,0.9428504,1.1248032,0,0.44166896
S_15277579,0.6730339,0.06543295,0.13165475,0.10853738,0.0887987,0.2072419,0.34898907,0.11670714,0.22103283,0.02726134,0.07202072,0.030396158,0.18705125,0.099079415,0,0.35036367,0.81117195,0.47840106,0.001295841,0.24961664,0.47526547,0.31193146,0.012053662,0.073696814,0.15122344,0.89875185,0,0.036876902,0.24264514,0.026883421,0.23411511,0.4344213,0.017433029,3.2086246,0.025770158,0.20079598,1.1106116,0.019504717,1.6677241,0,0.1541382,0.14615528,0.08662125,0.64239955,0.33711004,1.2156876,0.054721408,0.86937106,1.2512673,1.4824543,0.22798721,0,0.10272596,0,0.11364168,0,0.1905376,3.0999966,0.041984223,0.600201,0.3758124,0,0.5412883,0.00730574,0.063818306,0.017599704,0.25831354,0.009594465,0.026277853,0.1350769,0,0.029953288,0.43596345,0.61021936,0.35718992,0.7179486,1.4580846,0.6115005,0.62239355,0.34154475,0.34052366,0.5537285,1.5681525,0.39755672,0.62180877,0,0.0485661,0,0,0.77776957,0,0.086451314,0.004435248,0.001304628,0.9915476,1.3059307,1.1906241,2.088156,0.059304923,0.51447237,0.24625206,0.11716835,0.2171344,1.2924384,0.019064866,0.6489724,1.208787,0.43034595,0.028153883,3.92E-05,0.045188762,0,0.5761838,0.010920645,0.33593306,0.74469054,0.43687603,0,0,0.2345413,0.054086275,0.12008015,0.008853884,0.01683703,0.19233368,7.5341043,0.08882874,0.15407608,0.047982518,0.08045489,0.08201634,0.45332333,0.029309226,0.016731694,0.39256606,0.13224651,0.9573545,1.2985886,0.34496626,0.3399682,0.45725948,0.101946406,1.134131,0.01836787,0.08812811,0.060017366,0.02319678,0.5436342,0.09197614,0,0.30489582,0,0.22954375,2.3068364,0.8382458,0.051291816,0.13353741,0.44890922,0.6251856,0.003497747,0.52700853,0.57038754,0.2558271,0,0.03655258,1.9620533,0.002882676,0.027266685,0.10351115,1.0523329,0.53080547,0,4.093947,0.048270762,0.060920365,2.817615,0.21429238,0.2504758,2.7819045,0.028337795,0,0,0.45441616,1.0943263,0.47120985,0.20477657,0.1828508,0.047763474,0,0.038660616,0.74316716,0.1314742,0.3663359,0.09135171,0.15268293,0.32962915,1.245993,0.06086095,1.4893116,0.11324662,0.73712915,0.055473294,0.53983307,0.06483798,0.32794064,0.02284685,0,0.029666958,0.053218164,0.8790836,0.005067102,0.05024368,0.04007468,0,0.09594021,0.42712542,0,0.1386536,0.033526372,1.0397228,0.7833536,0.68799186,0,0.32385588
S_15277580,0.31430703,0.015797673,0.24551377,0.16288403,0,0.12330495,0.571737,0.07778987,0.35621893,0.002456455,0.030574284,0.32130522,0.38428035,0.019368077,0,0.18929964,0.8601234,0.3670798,0.027746052,0.013878281,0.8509559,0.35434052,0.023130942,0.19603503,0.36024645,0.47917047,0.000433676,0.051180065,0.061435238,0.011329867,0.17199269,0.178828,0.01739681,3.094509,0.40309834,0.32589,0.70829797,0.013167717,0.43471694,0,0.125546,0.047734767,0.17719169,0.7425639,0.35443422,1.592147,0.13870774,1.3211267,1.6509823,1.3334161,0.080566145,0,0.055012524,0.011525504,0.1810184,0.054221123,0.63835204,3.3994555,0.21234848,1.0998852,0.56247634,0,0.42081997,0,0.27564853,0,0.10047413,0.000690694,0.11121253,0.22523028,0.06645143,0.012921592,0.20183583,0.8824873,0.23852049,0.3656363,0.63247275,0.5705189,0.8888868,0.5920137,0.09061724,0.65139824,2.10473,0.2600232,0.81636965,0,0,0.018813437,0.006652367,0.76051354,0,0.2020895,0.006769169,0.020535976,0.73459506,0.8841156,0.7580428,2.085086,0.018870855,0.5036006,0.16588674,0.012457489,0.18794201,1.5538603,0.0607521,0.23814589,0.54497826,0.47890344,0.04279237,0.025486007,0.1309389,0,0.5927569,0.09724163,0.09217646,0.90638375,0.38220978,0,0.108271636,0.093142085,0.060140673,0.09657761,0.06620249,0.025752738,0.00287077,7.664895,0.16879417,0.33178556,0.003714095,0.005677254,0.00269554,0.40359813,0.13482882,0,0.29954553,0.039855596,0.45420223,1.3396622,0.1624402,0.238352,0.44734457,0.030980332,0.8364482,0.030320631,0.012710647,0.25324634,0.012055541,0.11837682,0.11658485,0.000283054,0.24854812,0,0.27053517,2.623306,1.1712506,0.13414343,0.05695199,0.08658149,0.5281918,0,0.4033403,0.5660462,0.15971166,0,0,1.6769404,0,0,0.049728237,0.45959324,0.5926594,0.001971949,3.6658912,0.117955305,0.09211203,1.7845244,0.070966505,0.252058,3.1529572,0.059236925,0,0.000733383,0.52935404,0.26136583,0.88478947,0.33603567,0.17109478,0.035552666,0.002783102,0.15597354,0.6088853,0.124991916,0.61880314,0.01708081,0.31855103,0.607456,0.65750223,0.2507647,1.1890534,0.2049652,0.73633075,0,0.38098946,0.024682313,0.5912676,0.12403393,0,0.10405038,0.005023668,0.6674112,0.040452085,0.08745145,0.09448065,0,0.06948065,0.5571587,0,0.043164726,0.027701927,0.9022642,0.39392024,0.31545573,0,0.39519045
S_15277581,0.40372506,0.35962424,0.1845201,0.53470546,0.048526734,0,0.3022294,0.3691147,0.17985962,0,0.27596918,0.33499575,0.46827275,0.122995324,0,0.19188003,1.0256768,0.22362988,0.018602015,0.09435409,0.5573305,0.4605933,0.005008292,0.038104072,0.3290175,0.9811989,0.00246397,0.033098184,0.010499037,0.1370899,0.2951698,0.8303709,0.026567843,3.4849722,0.43905678,0.5667491,1.2136658,0.005850895,1.5102981,0,0.34879237,0.272603,0.05473886,0.7202667,0.582595,1.9798766,0.21886125,1.489446,2.251544,1.6051677,0.101375304,0.007906106,0.07639347,0.04212542,0.052327096,0.00147043,0.3765363,4.249753,0.0451203,0.8943114,0.30534884,0,0.38011155,0.16769402,0.68739265,0,0.28224826,0,0.008317317,0.12464317,0.032267,0.000309202,0.20562597,0.74170643,0.56052405,0.8125369,1.2846137,0.46240896,1.0488377,0.39152834,0.15358166,1.2971547,2.1421049,0.58970344,0.50893575,0.20248508,0.41619512,0,0.002340462,1.5336059,0,0.10542085,0.24053617,0.002749017,1.1268233,2.1775548,1.0651623,1.9886997,0.014019005,1.3748592,0.566113,0.11857185,0.43344015,0.9336987,0,0.53994715,0.8261772,0.5374495,0.045140803,0.050282508,0.41911113,0,0.9201942,0.05358872,0.152277,0.6950921,0.39586917,0,0.013246374,0.120138444,0.09523452,0.10223025,0,0,0.03680712,8.768819,0.1939505,0.034967594,0.050458197,0.3420947,0.17086148,0.39143533,0.028901102,0,1.1972164,0.16853651,0.65187347,1.2997086,0.18347865,0.18244538,0.13754977,0.034137465,1.0949281,0.0692321,0.09390409,0.28603244,0,0.6368823,0.026140695,0.000884736,0.30321333,0,0.75735414,3.012476,1.2458615,0.014019471,0.17945965,0.35022616,1.127605,0,0.14454466,0.6122586,0.080689535,0,0,2.7970254,0,0,0.14871396,1.2103171,0.6573512,0,4.910198,0.106389865,0.1986009,2.963855,0.47670788,0.4208828,3.1257446,0.06335739,0,0,0.4609402,0.3748526,0.8417766,0.4553406,0,0.014026125,0.19290799,0.059770666,1.34809,0.45069534,1.3168403,0.005621024,0.41278276,0.70402265,0.88506675,0.18680981,1.4172392,0.45870212,1.4280179,0.001488146,0.16999322,0.23225237,0.15093933,0.11265953,0,0.004822916,0.006729897,0.8953648,0.22113213,0.001643283,0.19179708,0,0.01039218,1.0507965,0,0.002346465,0,1.5930531,0.669641,0.49673492,0,0.56671846
S_15277582,0.7404597,0.10136933,0.33050248,0.38281426,0.048649292,0.002135142,0.21235766,0.24702956,0.047090024,0.006128043,0.012445219,0.008365096,0.43121582,0.10099806,0,0.2227698,0.6366449,0.1708589,0.032499593,0.06335603,0.78789324,0.5271738,0.02995993,0.22727242,0.05947633,0.61930436,0,0,0.027931565,0.07760843,0.28931054,0.59568214,0.050867118,3.4495304,0.11908789,0.82467186,0.7799599,0,1.1564705,0,0.34253818,0.39026797,0.04729646,0.60412014,0.50480556,1.368142,0.049144268,1.0414779,1.9012445,1.3755674,0.16798444,0.06496204,0,0,0.007580208,0,0.37384042,3.801184,0.22771335,0.8350522,0.5844774,0,0.43552446,0.002117511,0.2291808,0,0.21501797,0,0.1162623,0.12119509,0,0.043351915,0.26587734,0.76859736,0.39805079,0.45008567,1.3155658,0.86119026,0.8242613,0.47969157,0.26103264,0.43161646,1.5757401,0.34597456,0.6985207,0,0.07681519,0,0.026732761,1.3491964,0,0.06525122,0.006902657,0,0.73869246,1.0805798,1.3924938,2.2218325,0.001947801,0.97661227,0.31201643,0.03806445,0.111549556,1.4307793,0.12953292,0.35506913,1.0048156,0.6843926,0.061923612,0.009369724,0.42326334,0,0.4123014,0.05919401,0.27307665,0.68779576,0.3923406,0,0,0.17562993,0,0.12448695,0,0.08904844,0.107243225,8.235141,0.16271573,0.0738695,0.01059109,0.24636795,0.002006682,0.09856479,0,0.02585872,0.6933212,0.09090444,0.93184024,1.1281321,0.18960132,0.06784093,0.37241477,0.029390248,0.6184172,0.06537508,0.022909204,0.045725882,0,0.4354999,0.034727912,0.01274623,0.09173278,0,0.39234972,2.5340526,0.6552532,0.008257374,0.16447389,0.07509522,1.0473979,0.01781136,0.53290236,0.5717073,0.28623185,0,0.005861951,2.3361375,0,0.003072133,0.30169326,0.52412844,0.12042902,0,3.8990943,0.12702018,0.03434273,2.1382906,0.21497646,0.36568543,2.6512203,0.025975373,0,0.005684867,0.15014353,0.67723495,0.817219,0.15123747,0.15518174,0.15601836,0,0.14343333,0.8554565,0.18017991,0.19441381,0.036241356,0.30640864,0.48752597,1.0078998,0.26322785,1.1879787,0.25845143,0.9002438,0.005030911,0.14810336,0.06707146,0.4544679,0.16308363,0.004923137,0,0.012049666,1.1912513,0.016653368,0.009690089,0.06602438,0.00713336,0.017408632,0.7077308,0,0.11007181,0,0.4387558,0.52257186,0.63413596,0,0.166111
S_15277583,0.5604522,0.07359728,0.05294105,0.27236393,0.001185134,0.093331374,0.2494151,0.03072754,0.010443578,0.030102808,0,0.03079245,0.39000788,0.1394943,0,0.23485109,0.47086018,0.1363702,0.008406037,0.06854007,0.5375084,0.45571706,0,0.12457352,0.077989794,0.48288235,0,0.1015516,0.13708173,0.004152687,0.07618182,0.5127407,0,4.1332107,0.008802594,0.31742507,1.1235116,0.013441261,1.2660695,0,0.15419406,0.16641364,0.0749621,0.62315744,0.40017882,0.9915982,0.22045733,0.4270684,1.7319103,0.8221547,0.062134918,0.1828975,0.075829245,0,0.054770056,0,0.48593295,4.094508,0.025042571,0.74147975,0.275972,0.013229164,0.5218949,0.000385134,0.1738853,0.09363896,0.17690985,0,0.08522645,0.10317304,0,0.000777876,0.21884452,0.55710685,0.38634452,0.26784742,1.1809486,0.67150265,0.538261,0.24475938,0.21744335,0.88277125,2.0975816,0.3890531,0.5218685,0,0.020178037,0.000699248,0,0.8702072,0,0.029602243,0,0,1.5537912,1.3209519,1.3932656,2.3158236,0.005793996,0.78979576,0.045789905,0.042382855,0.12361583,0.6072325,0.032599006,0.7954733,1.3275728,0.3474843,0.09943711,0.005599638,0.3660558,0,1.1508929,0.02635728,0.043593317,0.55380005,0.27262717,0,0,0.1630876,0.08112484,0.3057922,0.002173656,0.026608601,0.09404768,8.236224,0.41682002,0.14027591,0.03944983,0.050302092,0.013795785,0.24525164,0.011267329,0.006256296,0.63505965,0.2513348,0.45323932,1.2467635,0.111729376,0.045253277,0.09904535,0,0.4657105,0.006049485,0.15957074,0.09977788,0.006255561,0.83044475,0.060046256,0,0.03698456,0,0.7132994,2.3263416,1.1670074,0,0.057329442,0.37372395,1.0089701,0,0.51994914,0.7488801,0.15075292,0,0,1.5463076,0.003391609,0.009381542,0.03072925,1.3334783,0.32343888,0,3.8643606,0,0.03800254,2.843256,0.29478317,0.27918875,3.1506371,0.123242475,0,0,0.24913795,0.35973075,1.0088583,0.34760502,0.08694571,0.06392399,0.027651042,0.02096741,1.1146804,0.012347119,0.8245043,0.029854797,0.4964767,0.39012963,0.9864631,0.20373815,1.4189248,0.22029373,0.7717125,0.16280392,0.23174109,0.27161795,0.19233295,0.11341099,0,0,0.06668068,0.882404,0.045756828,0.003853925,0.026062535,0.013499277,0.011720183,0.42994255,0,0.2150347,0.049981117,1.8081361,1.211677,0.840143,0,0.2987142
S_15277584,0.6530832,0.18165272,0.5605172,0.1854879,0.04177747,0.006830916,0.046347994,0.14003025,0.027020898,0.017023422,0.000474783,0,0.3115586,0.07773535,0,0.13162576,0.49073383,0.12238207,0.044109486,0.1510139,0.45665678,0.31050465,0,0.2296245,0,0.5068248,0,0.08573309,0.07458686,0.037947036,0.10171614,0.9950178,0.076697275,3.286424,0.018464234,0.4972116,1.2619063,0.00219395,1.0722469,0,0.2025901,0.30722266,0.003468445,0.59370136,0.17182565,0.9248004,0.06242286,0.8577988,1.7957575,1.1726849,0.13516955,0.07666725,0.112963654,0,0.2493974,0,0.6462352,4.320296,0.27098933,0.84535277,0.52030444,0.022703033,0.350786,0,0.24046688,0.032759026,0.19077912,0,0.008223196,0.059526432,0,0.021774575,0.12185961,0.573008,0.42849943,0.4189893,1.269366,0.6679633,0.8636346,0.3161218,0.15463533,0.7872452,1.4385103,0.49769324,0.51494783,0,0.041221954,0.009078827,0,1.0034313,0,0.024617448,0,0,0.83217955,1.5759279,1.5218623,1.9233313,0.076048374,0.9154075,0.16125129,0.048647005,0.2332567,0.6429171,0.003515413,0.6827584,1.1093322,0.5674566,0.1200639,0.024576344,0.31487808,0,0.3940286,0.33652186,0.20805462,0.44062343,0.38713223,0,0,0.039619192,0,0.20279203,0.012933396,0.0065647,0.16351096,8.343954,0.16105723,0.12849727,0.07527524,0.078057595,0.004570898,0.1902809,0.002293048,0.08644016,0.60877246,0.32904726,0.55670935,1.2988032,0.22673404,0.20418058,0.07180431,0,0.43091956,0.018979175,0.0438249,0.037770562,0.010715361,1.0939965,0.05503097,0.00966301,0.38207412,0,0.15225962,2.4209762,0.4321295,0.07126027,0.040836148,0.2778054,0.6710752,0,0.41862458,0.30783102,0.16193599,0.001469396,0.001964429,1.5149392,0,0.042782098,0.24020131,1.0685141,0.14419354,0,3.9312432,0.2501622,0.13976331,2.1261463,0.23499279,0.34428194,2.4597108,0.048028816,0,0,0.40614712,0.656394,0.6374746,0.29024845,0.1059406,0.030955195,0.005507948,0.06211754,0.8632153,0.111502714,0.30297032,0.106336996,0.29534698,0.57555485,0.5451198,0.32086754,1.3549107,0.21553229,0.8107915,0.1035688,0.23235402,0.07930974,0.368099,0.011775737,0,0.000144545,0,0.6018133,0.30808923,0.004344002,0.019598784,0.013494407,0.002868014,0.45710513,0,0.2525272,0.005128192,1.271113,0.5315104,0.5435981,0,0.21275741
S_15277585,0.6656233,0.1290283,0.24314894,0.24563202,0.053386796,0.001915879,0.08819263,0.22093399,0.14683191,0.08268058,0,0,0.3056216,0.011781378,0,0.09304656,0.49689242,0.16225776,0.028488755,0.31363592,0.55141443,0.40839118,0,0.44903472,0.07221908,0.7979915,0,0.008174953,0.003025741,0.032115526,0.17769472,0.34824917,0.08444833,3.4703321,0.020968713,0.32526898,0.4566171,0.14153737,1.0127,0,0.36063114,0.30835566,0.34123716,0.90164113,0.5044083,1.4343635,0.1847018,0.81163204,2.5234916,1.7020097,0.38107792,0,0.24711312,0.00728576,0.038703423,0.001927024,0.6716723,2.955258,0.48404032,0.5908659,0.4675866,0,0.8689727,0.001919751,0.16526885,0.003165228,0.1903136,0,0.08052082,0.106793955,0.010542656,0.009805094,0.31556228,0.6274805,0.6376552,0.55047065,1.5463419,0.6582942,0.7319476,0.34295726,0.27151346,0.5561214,2.2821708,0.3794133,0.48011258,0.020330368,0.05470232,0.018020386,0.039284036,0.94250304,0,0.040524986,0.033725236,0,1.0806458,1.5054607,1.2561247,2.6991086,0.20062362,1.0221767,0.3230018,0.22791232,0.2146413,0.7013188,0.046541154,0.3738702,1.1309063,0.7578364,0.15197167,0,0.29732525,0,0.48508465,0.006465157,0.265291,0.7717232,0.47837168,0,0.18474393,0.26587793,0.22307506,0.29447633,0,0.268425,0.40385714,7.165609,0.40540633,0.18497105,0.003459411,0.053356074,0.03793015,0.16868436,0.13446184,0,0.23110014,0.17388831,1.1639401,1.3243134,0.46575087,0.21883674,0.32781553,0.001574728,1.0557326,0.020166941,0.3021127,0.09590183,0.023217922,0.754366,0.09375148,0.004347032,0.1495988,0,0.2074224,2.1232471,0.8771741,0.003498025,0.3078592,0.13912947,0.9348389,0.025821075,0.37595892,0.16898537,0.34235284,0,0.05131904,2.1974883,0.001820442,0.001841177,0.3654341,0.70756817,0.082073465,0,4.3646874,0.003468121,0.13507289,2.630673,0.151785,0.3204851,2.3240817,0.12118458,0,0.15092647,0.7739082,1.5871521,0.16491851,0.47485527,0.31943196,0.06935038,0.01644472,0.14350775,0.698369,0.103814185,0.24207172,0.24428327,0.36679405,0.37665212,0.9840376,0.5181037,1.1739353,0.25911787,0.7920499,0.001144266,0.15675095,0.15217695,0.74218214,0,0.000363101,0.011227755,0.10424656,0.48086968,0.016100822,0.003525286,0.14799657,0.015874907,0.15851186,0.42574763,0,0.001569589,0.09678261,1.0881077,0.5810324,0.8550614,0,0.26196885
S_15277586,0.9819425,0.100256346,0.47115964,0.3940324,0.14527707,0.05053825,0.459568,0.43316156,0.22156392,0.04264584,0.010613643,0.13767703,0.27694303,0.12932557,0.004614746,0.42601073,0.4913991,0.18221459,0.03969871,0.1799185,0.38151246,0.15092458,0.007857755,0.077256426,0.22766499,1.0896373,0.15410355,0.000344578,0.045577865,0.034744825,0.32200015,0.80418426,0.030676426,3.5661645,0.15204945,0.68860406,0.7874759,0,1.3551701,0,0.25537634,0.36443338,0.24697755,0.76412565,0.670991,1.6055099,0.06104461,1.0364933,2.799636,1.3784841,0.016898282,0.050560135,0.07960594,0,0.023861509,0.009374673,1.1810932,3.929505,0.207308,1.163241,0.331337,0.027300922,0.31189805,0.002362233,0.40608472,0,0.24762969,0,0.35983545,0.16219874,0.005462426,0.03793505,0.45303896,1.0886745,0.46591845,0.64167273,1.7242751,0.5120269,0.7963007,0.5542493,0.17918125,0.7449058,2.379075,0.19625993,0.7228355,0,0.28018004,0,0.006547195,1.4437412,0,0.1968928,0.006400043,0,1.3761638,1.0707217,1.5041404,3.2286513,0.034660902,1.8318297,0.21623057,0.44594646,0.11818314,0.94512284,0.09262092,0.31518877,1.0853051,0.4522929,0.048993275,0.048920617,0.35578358,0,0.8860556,0.056884687,0.06771359,0.90596795,0.31116253,0,0.22944115,0.30764034,0.17305084,0.10892302,0,0.08440309,0.057842307,8.711391,0.3270532,0.29044282,0.013179204,0.18968578,0.002042329,0.23032796,0.29511094,0,1.0856845,0.16512643,0.715403,1.6960555,0.09464297,0.1535816,0.21713297,0.07317252,0.7645783,0.11584909,0.2707766,0.4384412,0,0.5793093,0.045153063,0.033251565,0.29526192,0.001846256,0.3590838,2.8273013,1.3367527,0.12131173,0.13156022,0.17039962,1.2201023,0,0.5840894,0.19376788,0.10785189,0.001291769,0,3.0163496,0,0.045895666,0.16982023,0.48027125,0.5804283,0,4.577449,0.10575482,0.14423883,2.1970015,0.38699365,0.50703865,3.197709,0.00445247,0,0,0.49736065,0.40966564,1.1066306,0.098175995,0.08300822,0.14516738,0,0.073487826,1.3341872,0.27924782,0.83527684,0.006765817,0.5105711,0.41961202,0.78669584,0.28502023,1.3518476,0.32943785,0.7405588,0.06553986,0.07439287,0.1899711,0.7060223,0.14871669,0,0.16210793,0.021763174,0.9673329,0.2990628,0.014314202,0.05534355,0.003337563,0.014976353,0.56165844,0,0.026991664,0.1371354,1.4660163,0.85722077,0.75095195,0,0.20711651
S_15277587,0.9959983,0.15009211,0.22132441,0.09209794,0.053584415,0.050571665,0.40494496,0.097455025,0.057046864,0.014861793,0.002168695,0.035216346,0.36866012,0.047121394,0,0.26460713,0.5732134,0.21401405,0.026540231,0.277659,0.792023,0.30152723,0,0.040513337,0.12751691,0.5966838,0,0.0726282,0.13957582,0,0.18478417,0.9213367,0.06478555,4.11478,0.064755194,0.4430752,1.1668824,0,1.3357223,0,0.20196164,0.34384003,0,0.52910715,0.46832547,1.7482563,0.044127118,0.7975548,1.9889388,1.2182281,0.06660799,0.023177814,0.086529076,0,0.17562053,0,0.58023864,3.8069909,0.18831961,0.9857198,0.46719766,0.017394744,0.57621884,0.001005187,0.1668049,0.02724211,0.45020473,0,0.06206131,0.026065428,0,0.011593972,0.4434292,0.74372333,0.6680572,0.51836014,1.4229648,0.7047382,0.7267489,0.3424496,0.052606452,0.7313268,2.0214021,0.3926544,0.64716166,0,0.053503785,0.029141314,0,0.7462286,0,0.052395742,0.008903169,0,1.0157528,1.2754174,1.5255635,2.7116885,0.102721445,0.70220774,0.40261814,0.21417235,0.17354304,0.5483512,0.008723697,0.7980782,1.563333,0.5518099,0.10661875,0,0.18620618,0,0.5120675,0.13198082,0.055530608,0.8335541,0.39100468,0,0,0.069127314,0.028547525,0.12722583,0,0.08609409,0.24973096,9.142769,0.08714736,0.12056876,0.013756498,0.12216753,0.024971787,0.3782344,0.005506491,0.001305244,0.77013326,0.3491161,0.7142982,1.4021448,0.32150018,0.23862273,0.30579486,0.000859525,0.9399269,0.040504146,0.11260527,0.122541,0.02138218,0.793104,0.012311148,0,0.23176308,0,0.40401024,2.373495,0.56294966,0.05853998,0.03951537,0.23968446,0.9021316,0,0.53374785,0.5228189,0.31960458,0,0.02253681,2.0215762,0.01516973,0.021034248,0.21951032,0.98742366,0.43198535,0,4.4192533,0.06887905,0.079418,2.5096922,0.15991175,0.40456277,2.450577,0.03013146,0,0.02343309,0.8668751,1.1844445,0.2961386,0.18129012,0.18464401,0.2384728,0,0.015636314,1.1876626,0.011505212,0.35111547,0.09866222,0.38220036,0.4585522,1.2432766,0.13958955,1.3859102,0.33144623,0.70314246,0.1438861,0.49674964,0.1010918,0.412659,0.13065937,0,0.043419976,0.005758857,0.6627916,0.27759212,0,0.0654108,0.024989957,0.014807798,0.36729813,0,0.25189614,0,1.3813019,0.5736917,1.0499802,0,0.45212388
